transaction_id,amount_sar,channel,is_night
TXN-2026-00748,36.36,online,0
TXN-2026-00749,43.21,pos,0
TXN-2026-00750,16.64,pos,0
TXN-2026-00751,29.73,pos,0
TXN-2026-00752,17.78,online,1
TXN-2026-00753,27.91,online,0
TXN-2026-00754,318.74,online,0
TXN-2026-00755,28.81,pos,1
TXN-2026-00756,2119.34,online,1
TXN-2026-00757,162.71,pos,0
TXN-2026-00758,112.37,online,0
TXN-2026-00759,32.14,pos,0
TXN-2026-00760,208.59,online,0
TXN-2026-00761,45.12,pos,0
TXN-2026-00762,104.21,pos,0
TXN-2026-00763,1943.22,online,0
TXN-2026-00764,80.22,pos,0
TXN-2026-00765,357.5,online,0
TXN-2026-00766,38.71,online,0
TXN-2026-00767,86.32,online,0
TXN-2026-00768,753.67,pos,0
TXN-2026-00769,42.42,pos,0
TXN-2026-00770,792.3,online,0
TXN-2026-00771,210.46,pos,0
TXN-2026-00772,45.83,online,0
TXN-2026-00773,192.27,pos,0
TXN-2026-00774,289.18,pos,1
TXN-2026-00775,189.84,pos,1
TXN-2026-00776,13.68,pos,0
TXN-2026-00777,37.62,pos,1
TXN-2026-00778,66.89,online,0
TXN-2026-00779,82.33,online,0
TXN-2026-00780,189.58,pos,1
TXN-2026-00781,111.41,atm,0
TXN-2026-00782,18.13,pos,0
TXN-2026-00783,142.06,atm,0
TXN-2026-00784,187.3,online,0
TXN-2026-00785,176.22,online,0
TXN-2026-00786,329.29,pos,0
TXN-2026-00787,244.86,pos,0
TXN-2026-00788,156.18,pos,0
TXN-2026-00789,82.75,online,0
TXN-2026-00790,12.27,pos,1
TXN-2026-00791,150.74,online,1
TXN-2026-00792,115.49,pos,0
TXN-2026-00793,124.7,online,0
TXN-2026-00794,19.45,pos,1
TXN-2026-00795,24.6,pos,0
TXN-2026-00796,318.55,pos,0
TXN-2026-00797,85.84,pos,0
TXN-2026-00798,203.93,pos,1
TXN-2026-00799,93.13,online,0
TXN-2026-00800,93.29,pos,0
TXN-2026-00801,277.53,pos,0
TXN-2026-00802,48.46,online,0
TXN-2026-00803,101.02,pos,0
TXN-2026-00804,51.69,atm,0
TXN-2026-00805,53.44,atm,0
TXN-2026-00806,62.12,pos,0
TXN-2026-00807,117.51,pos,0
TXN-2026-00808,50.68,pos,1
TXN-2026-00809,406.23,online,1
TXN-2026-00810,30.77,online,0
TXN-2026-00811,71.93,online,0
TXN-2026-00812,53.11,online,0
TXN-2026-00813,511.0,pos,0
TXN-2026-00814,113.96,online,0
TXN-2026-00815,310.51,online,0
TXN-2026-00816,15.14,online,0
TXN-2026-00817,124.02,online,0
TXN-2026-00818,261.79,online,1
TXN-2026-00819,99.36,pos,0
TXN-2026-00820,323.3,pos,0
TXN-2026-00821,48.39,pos,0
TXN-2026-00822,488.44,pos,1
TXN-2026-00823,1420.38,atm,1
TXN-2026-00824,58.24,pos,0
TXN-2026-00825,52.74,online,0
TXN-2026-00826,514.95,pos,0
TXN-2026-00827,599.13,pos,0
TXN-2026-00828,48.07,atm,0
TXN-2026-00829,54.37,online,0
TXN-2026-00830,64.19,pos,0
TXN-2026-00831,17.93,pos,0
TXN-2026-00832,29.89,pos,0
TXN-2026-00833,26.98,pos,0
TXN-2026-00834,35.82,pos,0
TXN-2026-00835,86.35,pos,1
TXN-2026-00836,119.23,atm,0
TXN-2026-00837,578.59,online,1
TXN-2026-00838,27.17,online,0
TXN-2026-00839,293.3,online,1
TXN-2026-00840,69.63,pos,1
TXN-2026-00841,84.83,online,0
TXN-2026-00842,202.31,pos,1
TXN-2026-00843,23.4,online,0
TXN-2026-00844,142.44,pos,0
TXN-2026-00845,73391.31,pos,0
TXN-2026-00846,162.54,online,0
TXN-2026-00847,127.36,online,0
TXN-2026-00848,1713.61,online,0
TXN-2026-00849,41.88,atm,0
TXN-2026-00850,47.6,pos,0
TXN-2026-00851,42.62,pos,0
TXN-2026-00852,46.22,pos,0
TXN-2026-00853,41.89,online,0
TXN-2026-00854,374.96,online,1
TXN-2026-00855,495.02,pos,0
TXN-2026-00856,45.38,online,0
TXN-2026-00857,33.15,online,1
TXN-2026-00858,158.49,pos,0
TXN-2026-00859,46.4,online,0
TXN-2026-00860,192.39,online,0
TXN-2026-00861,114.84,atm,0
TXN-2026-00862,14.6,pos,1
TXN-2026-00863,576.52,pos,0
TXN-2026-00864,776.7,pos,0
TXN-2026-00865,43.15,pos,0
TXN-2026-00866,56.53,atm,0
TXN-2026-00867,126.85,pos,1
TXN-2026-00868,134.47,online,1
TXN-2026-00869,198.39,pos,1
TXN-2026-00870,1004.5,pos,0
TXN-2026-00871,72.8,pos,0
TXN-2026-00872,34.54,online,0
TXN-2026-00873,17.2,online,0
TXN-2026-00874,37.45,pos,0
TXN-2026-00875,86.51,atm,0
TXN-2026-00876,775.47,pos,1
TXN-2026-00877,48.37,pos,0
TXN-2026-00878,117.75,pos,0
TXN-2026-00879,88.26,pos,0
TXN-2026-00880,374.68,atm,0
TXN-2026-00881,1867.43,pos,0
TXN-2026-00882,47.61,pos,0
TXN-2026-00883,50.03,pos,0
TXN-2026-00884,315.13,online,0
TXN-2026-00885,204.03,pos,0
TXN-2026-00886,825.55,online,0
TXN-2026-00887,181.4,pos,0
TXN-2026-00888,58.49,pos,0
TXN-2026-00889,182.87,online,0
TXN-2026-00890,340.51,pos,1
TXN-2026-00891,240.95,online,0
TXN-2026-00892,165.46,pos,0
TXN-2026-00893,323.76,online,1
TXN-2026-00894,366.19,pos,0
TXN-2026-00895,472.76,online,0
TXN-2026-00896,196.07,pos,0
TXN-2026-00897,73.66,pos,0
TXN-2026-00898,107.35,pos,1
TXN-2026-00899,382.91,pos,0
TXN-2026-00900,33.77,pos,0
TXN-2026-00901,140.11,pos,0
TXN-2026-00902,56.15,online,0
TXN-2026-00903,93.18,online,0
TXN-2026-00904,417.44,online,0
TXN-2026-00905,113.22,online,0
TXN-2026-00906,95.18,pos,0
TXN-2026-00907,17.6,pos,1
TXN-2026-00908,220.41,pos,0
TXN-2026-00909,195.31,online,0
TXN-2026-00910,1207.02,pos,0
TXN-2026-00911,62.22,pos,1
TXN-2026-00912,117.09,online,0
TXN-2026-00913,121.42,pos,1
TXN-2026-00914,597.61,online,0
TXN-2026-00915,80.29,online,1
TXN-2026-00916,125.82,pos,0
TXN-2026-00917,186.69,pos,0
TXN-2026-00918,112.61,pos,0
TXN-2026-00919,52.68,online,1
TXN-2026-00920,113.63,pos,0
TXN-2026-00921,326.48,online,1
TXN-2026-00922,26.26,online,1
TXN-2026-00923,105.59,pos,0
TXN-2026-00924,38.86,pos,0
TXN-2026-00925,377.68,online,0
TXN-2026-00926,14.47,pos,1
TXN-2026-00927,46.03,online,0
TXN-2026-00928,141.55,pos,1
TXN-2026-00929,589.12,online,0
TXN-2026-00930,83.19,online,0
TXN-2026-00931,46.24,online,0
TXN-2026-00932,860.39,pos,0
TXN-2026-00933,15.84,pos,1
TXN-2026-00934,6.43,online,0
TXN-2026-00935,152.63,pos,0
TXN-2026-00936,49.28,pos,0
TXN-2026-00937,26.43,atm,0
TXN-2026-00938,210.61,pos,0
TXN-2026-00939,120.61,pos,0
TXN-2026-00940,45.75,pos,1
TXN-2026-00941,19.37,online,0
TXN-2026-00942,256.45,online,0
TXN-2026-00943,196.42,pos,0
TXN-2026-00944,79.92,pos,0
TXN-2026-00945,825.48,pos,0
TXN-2026-00946,24.93,online,0
TXN-2026-00947,14.43,pos,0
TXN-2026-00948,39.24,atm,0
TXN-2026-00949,85.23,pos,0
TXN-2026-00950,120.54,atm,0
TXN-2026-00951,67.39,pos,1
TXN-2026-00952,137.34,online,0
TXN-2026-00953,20.05,pos,0
TXN-2026-00954,509.04,pos,0
TXN-2026-00955,81.57,online,0
TXN-2026-00956,344.04,online,1
TXN-2026-00957,135.81,pos,0
TXN-2026-00958,155.73,online,0
TXN-2026-00959,178.35,online,0
TXN-2026-00960,154.05,online,0
TXN-2026-00961,194.66,pos,0
TXN-2026-00962,443.63,pos,1
TXN-2026-00963,113.96,pos,0
TXN-2026-00964,210.78,pos,0
TXN-2026-00965,80.83,online,0
TXN-2026-00966,506.81,pos,0
TXN-2026-00967,39.98,pos,0
TXN-2026-00968,781.43,online,0
TXN-2026-00969,85.78,online,0
TXN-2026-00970,16.17,pos,0
TXN-2026-00971,104.98,pos,1
TXN-2026-00972,39.76,atm,0
TXN-2026-00973,246.85,pos,1
TXN-2026-00974,41.13,online,0
TXN-2026-00975,52.7,online,0
TXN-2026-00976,9.32,pos,1
TXN-2026-00977,52.31,atm,0
TXN-2026-00978,4.91,online,1
TXN-2026-00979,13.45,pos,0
TXN-2026-00980,224.19,online,0
TXN-2026-00981,231.13,online,0
TXN-2026-00982,149.99,online,1
TXN-2026-00983,28.21,online,1
TXN-2026-00984,85.01,pos,0
TXN-2026-00985,89.63,pos,0
TXN-2026-00986,22.42,pos,0
TXN-2026-00987,546.8,pos,1
TXN-2026-00988,257.97,pos,0
TXN-2026-00989,69.05,online,0
TXN-2026-00990,92.97,online,0
TXN-2026-00991,115.59,online,0
TXN-2026-00992,7.77,online,0
TXN-2026-00993,66.91,online,1
TXN-2026-00994,39.71,pos,0
TXN-2026-00995,27.06,online,1
TXN-2026-00996,64.24,pos,0
TXN-2026-00997,778.39,atm,0
TXN-2026-00998,194.22,online,0
TXN-2026-00999,45.36,pos,0
TXN-2026-01000,178.95,online,1
TXN-2026-01001,482.62,pos,0
TXN-2026-01002,273.02,pos,0
TXN-2026-01003,96.69,online,0
TXN-2026-01004,41.42,pos,0
TXN-2026-01005,208.07,pos,1
TXN-2026-01006,144.34,atm,0
TXN-2026-01007,65641.62,online,0
TXN-2026-01008,192.91,online,0
TXN-2026-01009,317.18,online,0
TXN-2026-01010,47.36,pos,0
TXN-2026-01011,437.41,pos,0
TXN-2026-01012,114.11,online,0
TXN-2026-01013,1086.06,atm,0
TXN-2026-01014,39.37,pos,1
TXN-2026-01015,722.82,online,0
TXN-2026-01016,114.15,atm,0
TXN-2026-01017,41.19,online,1
TXN-2026-01018,50.37,atm,1
TXN-2026-01019,61.29,pos,1
TXN-2026-01020,149.75,atm,1
TXN-2026-01021,168.58,online,0
TXN-2026-01022,45.22,pos,0
TXN-2026-01023,87.42,atm,0
TXN-2026-01024,1177.0,pos,0
TXN-2026-01025,715.55,pos,1
TXN-2026-01026,151.96,online,0
TXN-2026-01027,94.22,pos,0
TXN-2026-01028,103.96,pos,0
TXN-2026-01029,187.96,online,0
TXN-2026-01030,26.38,pos,1
TXN-2026-01031,66.1,pos,0
TXN-2026-01032,12.15,pos,0
TXN-2026-01033,145.34,pos,1
TXN-2026-01034,195.71,online,0
TXN-2026-01035,50.41,online,0
TXN-2026-01036,595.13,atm,0
TXN-2026-01037,20.68,online,0
TXN-2026-01038,15.53,pos,1
TXN-2026-01039,117.84,atm,0
TXN-2026-01040,316.25,online,0
TXN-2026-01041,679.06,online,0
TXN-2026-01042,51.9,online,1
TXN-2026-01043,328.46,atm,0
TXN-2026-01044,85.95,online,1
TXN-2026-01045,73.17,pos,0
TXN-2026-01046,259.92,online,0
TXN-2026-01047,196.92,pos,1
TXN-2026-01048,13.58,pos,0
TXN-2026-01049,529.46,pos,0
TXN-2026-01050,471.59,pos,0
TXN-2026-01051,42.49,pos,0
TXN-2026-01052,144.74,pos,0
TXN-2026-01053,162.85,online,0
TXN-2026-01054,123.08,online,0
TXN-2026-01055,46.51,atm,1
TXN-2026-01056,40.21,pos,0
TXN-2026-01057,87.3,online,0
TXN-2026-01058,367.7,atm,1
TXN-2026-01059,172.83,pos,0
TXN-2026-01060,57.7,online,0
TXN-2026-01061,227.25,online,0
TXN-2026-01062,2.95,pos,0
TXN-2026-01063,357.28,online,0
TXN-2026-01064,11.16,online,0
TXN-2026-01065,58.27,pos,0
TXN-2026-01066,23.49,pos,0
TXN-2026-01067,19.04,pos,0
TXN-2026-01068,362.49,pos,0
TXN-2026-01069,51.35,pos,0
TXN-2026-01070,136.43,pos,0
TXN-2026-01071,85.09,pos,0
TXN-2026-01072,159.56,atm,0
TXN-2026-01073,98.71,pos,1
TXN-2026-01074,19.31,pos,1
TXN-2026-01075,297.53,pos,1
TXN-2026-01076,49.77,pos,0
TXN-2026-01077,13.9,pos,0
TXN-2026-01078,53.85,pos,0
TXN-2026-01079,545.07,pos,0
TXN-2026-01080,249.7,online,0
TXN-2026-01081,59.24,atm,0
TXN-2026-01082,59.2,pos,0
TXN-2026-01083,61.19,pos,0
TXN-2026-01084,1088.0,online,1
TXN-2026-01085,142.35,online,0
TXN-2026-01086,150.81,pos,1
TXN-2026-01087,309.93,atm,0
TXN-2026-01088,119.89,online,1
TXN-2026-01089,65.97,pos,0
TXN-2026-01090,71.12,online,1
TXN-2026-01091,82.61,atm,0
TXN-2026-01092,86.08,online,0
TXN-2026-01093,215.54,pos,0
TXN-2026-01094,95.81,pos,0
TXN-2026-01095,216.84,pos,1
TXN-2026-01096,81.71,pos,1
TXN-2026-01097,98.93,online,0
TXN-2026-01098,8.18,online,0
TXN-2026-01099,270.32,online,0
TXN-2026-01100,136.43,atm,1
TXN-2026-01101,298.15,pos,0
TXN-2026-01102,2.79,online,0
TXN-2026-01103,1103.29,online,0
TXN-2026-01104,76.13,pos,0
TXN-2026-01105,340.3,online,0
TXN-2026-01106,25.84,pos,0
TXN-2026-01107,187.79,online,0
TXN-2026-01108,25.43,pos,1
TXN-2026-01109,42.58,pos,0
TXN-2026-01110,895.01,online,0
TXN-2026-01111,71.61,online,0
TXN-2026-01112,116.85,pos,0
TXN-2026-01113,255.72,pos,0
TXN-2026-01114,163.17,pos,1
TXN-2026-01115,107.82,online,1
TXN-2026-01116,139.48,online,1
TXN-2026-01117,1610.18,atm,1
TXN-2026-01118,84.0,pos,0
TXN-2026-01119,114.59,online,0
TXN-2026-01120,317.6,pos,0
TXN-2026-01121,339.21,online,1
TXN-2026-01122,374.07,pos,0
TXN-2026-01123,193.73,pos,0
TXN-2026-01124,22.84,online,0
TXN-2026-01125,639.14,pos,0
TXN-2026-01126,22.75,online,0
TXN-2026-01127,129.43,online,1
TXN-2026-01128,36.41,pos,0
TXN-2026-01129,83.35,pos,1
TXN-2026-01130,133.56,online,0
TXN-2026-01131,132.37,online,0
TXN-2026-01132,149.35,pos,1
TXN-2026-01133,624.19,pos,1
TXN-2026-01134,155.13,online,0
TXN-2026-01135,67.16,online,0
TXN-2026-01136,286.26,pos,0
TXN-2026-01137,375.16,pos,0
TXN-2026-01138,20.63,online,0
TXN-2026-01139,184.36,online,1
TXN-2026-01140,208.81,atm,0
TXN-2026-01141,62.99,online,0
TXN-2026-01142,469.12,atm,0
TXN-2026-01143,75.18,pos,1
TXN-2026-01144,104.66,online,1
TXN-2026-01145,73.14,pos,0
TXN-2026-01146,91.72,online,0
TXN-2026-01147,24.15,pos,1
TXN-2026-01148,15.99,pos,0
TXN-2026-01149,609.97,online,0
TXN-2026-01150,32.58,online,1
TXN-2026-01151,27.39,pos,1
TXN-2026-01152,6.79,online,0
TXN-2026-01153,85533.27,pos,0
TXN-2026-01154,18.4,pos,0
TXN-2026-01155,645.75,online,0
TXN-2026-01156,302.41,pos,0
TXN-2026-01157,39.42,atm,0
TXN-2026-01158,1343.35,pos,0
TXN-2026-01159,292.4,online,0
TXN-2026-01160,60.96,online,0
TXN-2026-01161,4.48,pos,0
TXN-2026-01162,1406.88,pos,0
TXN-2026-01163,16.99,online,0
TXN-2026-01164,12.5,online,0
TXN-2026-01165,307.07,pos,0
TXN-2026-01166,1681.94,pos,1
TXN-2026-01167,473.96,pos,0
TXN-2026-01168,177.1,pos,1
TXN-2026-01169,183.77,pos,0
TXN-2026-01170,250.66,pos,0
TXN-2026-01171,223.79,online,0
TXN-2026-01172,126.14,online,0
TXN-2026-01173,102.01,atm,1
TXN-2026-01174,83.5,online,1
TXN-2026-01175,36.42,atm,1
TXN-2026-01176,93747.37,online,0
TXN-2026-01177,11.8,online,0
TXN-2026-01178,80.0,atm,0
TXN-2026-01179,27.49,online,0
TXN-2026-01180,23.94,pos,0
TXN-2026-01181,111.71,online,1
TXN-2026-01182,478.38,atm,1
TXN-2026-01183,270.96,online,0
TXN-2026-01184,13.67,online,0
TXN-2026-01185,27.45,online,0
TXN-2026-01186,278.36,atm,0
TXN-2026-01187,27.69,pos,0
TXN-2026-01188,68.75,online,1
TXN-2026-01189,174.18,pos,0
TXN-2026-01190,28.16,online,0
TXN-2026-01191,102.15,online,0
TXN-2026-01192,18.16,pos,0
TXN-2026-01193,43.74,pos,1
TXN-2026-01194,132.12,online,0
TXN-2026-01195,13.31,pos,1
TXN-2026-01196,152.71,pos,0
TXN-2026-01197,87.92,online,0
TXN-2026-01198,174.69,pos,0
TXN-2026-01199,117.77,pos,0
TXN-2026-01200,462.65,atm,0
TXN-2026-01201,104.61,pos,0
TXN-2026-01202,53.77,pos,0
TXN-2026-01203,104.25,online,0
TXN-2026-01204,172.77,online,1
TXN-2026-01205,95.45,atm,1
TXN-2026-01206,94.51,atm,0
TXN-2026-01207,38.77,online,1
TXN-2026-01208,40.63,pos,0
TXN-2026-01209,16.72,pos,0
TXN-2026-01210,734.72,pos,0
TXN-2026-01211,20.23,pos,1
TXN-2026-01212,39.19,online,0
TXN-2026-01213,38.01,online,0
TXN-2026-01214,263.46,pos,0
TXN-2026-01215,63.18,online,0
TXN-2026-01216,402.34,pos,0
TXN-2026-01217,40.12,pos,0
TXN-2026-01218,125.81,online,0
TXN-2026-01219,33.04,pos,1
TXN-2026-01220,1181.07,pos,1
TXN-2026-01221,21.65,pos,1
TXN-2026-01222,130.55,pos,0
TXN-2026-01223,192.58,online,0
TXN-2026-01224,147.9,atm,0
TXN-2026-01225,72.07,pos,0
TXN-2026-01226,77.03,pos,1
TXN-2026-01227,94.88,online,0
TXN-2026-01228,75.46,atm,1
TXN-2026-01229,286.19,pos,0
TXN-2026-01230,1277.46,pos,1
TXN-2026-01231,46.11,online,0
TXN-2026-01232,17.4,online,0
TXN-2026-01233,80.97,pos,0
TXN-2026-01234,1989.53,online,0
TXN-2026-01235,34.32,pos,0
TXN-2026-01236,643.51,pos,0
TXN-2026-01237,674.01,pos,0
TXN-2026-01238,46.33,online,1
TXN-2026-01239,178.18,pos,0
TXN-2026-01240,635.29,pos,0
TXN-2026-01241,57.11,pos,0
TXN-2026-01242,70.51,online,0
TXN-2026-01243,44.79,pos,0
TXN-2026-01244,26.64,pos,0
TXN-2026-01245,41.3,pos,0
TXN-2026-01246,20.72,online,0
TXN-2026-01247,93.78,pos,0
TXN-2026-01248,35.73,pos,0
TXN-2026-01249,119.17,pos,0
TXN-2026-01250,13.91,online,0
TXN-2026-01251,133.9,online,0
TXN-2026-01252,244.75,online,0
TXN-2026-01253,8.23,online,0
TXN-2026-01254,141.02,atm,0
TXN-2026-01255,392.76,pos,0
TXN-2026-01256,21.08,atm,1
TXN-2026-01257,669.87,pos,0
TXN-2026-01258,148.83,pos,0
TXN-2026-01259,38.63,online,0
TXN-2026-01260,84.19,pos,0
TXN-2026-01261,175.91,pos,0
TXN-2026-01262,98.61,pos,1
TXN-2026-01263,171.83,online,1
TXN-2026-01264,29.82,pos,0
TXN-2026-01265,110.3,online,0
TXN-2026-01266,16.5,online,1
TXN-2026-01267,78.77,online,1
TXN-2026-01268,30.43,pos,0
TXN-2026-01269,37.24,atm,0
TXN-2026-01270,396.75,pos,0
TXN-2026-01271,333.48,pos,0
TXN-2026-01272,186.97,pos,0
TXN-2026-01273,24.27,online,1
TXN-2026-01274,61.58,pos,0
TXN-2026-01275,385.95,pos,1
TXN-2026-01276,106.7,pos,0
TXN-2026-01277,1455.63,pos,0
TXN-2026-01278,144.31,online,0
TXN-2026-01279,113.35,online,0
TXN-2026-01280,62.12,online,0
TXN-2026-01281,105.66,pos,0
TXN-2026-01282,74.97,pos,1
TXN-2026-01283,210.55,atm,1
TXN-2026-01284,283.74,pos,0
TXN-2026-01285,35.05,online,0
TXN-2026-01286,18.22,pos,0
TXN-2026-01287,9.94,atm,1
TXN-2026-01288,165.6,pos,0
TXN-2026-01289,23.95,pos,0
TXN-2026-01290,6.8,online,0
TXN-2026-01291,143.49,online,0
TXN-2026-01292,1792.92,pos,0
TXN-2026-01293,89.36,online,1
TXN-2026-01294,246.21,online,1
TXN-2026-01295,99.3,pos,0
TXN-2026-01296,79.94,pos,0
TXN-2026-01297,271.21,pos,0
TXN-2026-01298,63.54,pos,1
TXN-2026-01299,124.07,online,0
TXN-2026-01300,132.43,pos,0
TXN-2026-01301,40.38,pos,0
TXN-2026-01302,296.03,pos,0
TXN-2026-01303,72.97,pos,0
TXN-2026-01304,36.35,pos,0
TXN-2026-01305,171.37,pos,0
TXN-2026-01306,30.63,pos,0
TXN-2026-01307,93.11,atm,0
TXN-2026-01308,89.04,pos,0
TXN-2026-01309,331.32,online,0
TXN-2026-01310,159.12,pos,0
TXN-2026-01311,87.35,pos,0
TXN-2026-01312,240.16,pos,1
TXN-2026-01313,477.35,pos,0
TXN-2026-01314,175.8,atm,0
TXN-2026-01315,56413.46,atm,0
TXN-2026-01316,18.65,online,0
TXN-2026-01317,25.07,online,0
TXN-2026-01318,62.41,pos,0
TXN-2026-01319,43.32,pos,0
TXN-2026-01320,71.93,atm,0
TXN-2026-01321,96.35,online,1
TXN-2026-01322,169.97,online,1
TXN-2026-01323,82.72,pos,1
TXN-2026-01324,161.39,pos,0
TXN-2026-01325,97.26,atm,1
TXN-2026-01326,8.41,pos,0
TXN-2026-01327,29.16,pos,0
TXN-2026-01328,75.72,pos,0
TXN-2026-01329,21.08,online,0
TXN-2026-01330,184.92,pos,1
TXN-2026-01331,565.04,online,0
TXN-2026-01332,388.59,pos,0
TXN-2026-01333,69.68,online,0
TXN-2026-01334,538.55,online,1
TXN-2026-01335,107.6,pos,0
TXN-2026-01336,60.07,online,1
TXN-2026-01337,43.12,pos,0
TXN-2026-01338,62.62,pos,0
TXN-2026-01339,56.5,online,0
TXN-2026-01340,110.44,pos,0
TXN-2026-01341,109.15,pos,0
TXN-2026-01342,90.35,pos,0
TXN-2026-01343,152.07,pos,0
TXN-2026-01344,375.69,online,0
TXN-2026-01345,281.31,pos,0
TXN-2026-01346,15.15,atm,0
TXN-2026-01347,4.2,atm,0
TXN-2026-01348,276.22,pos,0
TXN-2026-01349,17.46,pos,0
TXN-2026-01350,68.74,online,0
TXN-2026-01351,52142.55,pos,0
TXN-2026-01352,10.36,pos,0
TXN-2026-01353,172.39,pos,0
TXN-2026-01354,223.85,online,1
TXN-2026-01355,45.07,online,0
TXN-2026-01356,4.02,pos,1
TXN-2026-01357,46.74,pos,0
TXN-2026-01358,144.05,atm,0
TXN-2026-01359,15.26,online,0
TXN-2026-01360,112.17,online,1
TXN-2026-01361,88.38,online,0
TXN-2026-01362,180.4,pos,0
TXN-2026-01363,103.91,online,1
TXN-2026-01364,28.0,pos,0
TXN-2026-01365,378.38,pos,0
TXN-2026-01366,74.42,online,0
TXN-2026-01367,87.12,pos,0
TXN-2026-01368,29.37,atm,0
TXN-2026-01369,52.88,pos,0
TXN-2026-01370,31.13,atm,0
TXN-2026-01371,73.15,atm,0
TXN-2026-01372,702.08,pos,0
TXN-2026-01373,17.35,online,0
TXN-2026-01374,12.98,pos,0
TXN-2026-01375,526.05,atm,0
TXN-2026-01376,70.02,pos,0
TXN-2026-01377,40.33,online,0
TXN-2026-01378,313.53,pos,0
TXN-2026-01379,43.52,pos,0
TXN-2026-01380,805.3,pos,1
TXN-2026-01381,203.06,pos,0
TXN-2026-01382,50.12,online,0
TXN-2026-01383,1198.43,online,0
TXN-2026-01384,43.52,online,0
TXN-2026-01385,219.32,pos,1
TXN-2026-01386,128.91,pos,0
TXN-2026-01387,429.27,pos,0
TXN-2026-01388,586.29,online,0
TXN-2026-01389,93.54,atm,0
TXN-2026-01390,36.45,pos,0
TXN-2026-01391,156.33,pos,0
TXN-2026-01392,39.91,pos,0
TXN-2026-01393,1008.34,online,0
TXN-2026-01394,106.04,online,0
TXN-2026-01395,58.07,online,0
TXN-2026-01396,112.35,pos,0
TXN-2026-01397,17.88,online,0
TXN-2026-01398,28.05,online,1
TXN-2026-01399,380.12,pos,0
TXN-2026-01400,40.92,pos,1
TXN-2026-01401,25.63,pos,0
TXN-2026-01402,171.4,pos,1
TXN-2026-01403,373.47,online,0
TXN-2026-01404,213.31,pos,0
TXN-2026-01405,297.45,online,1
TXN-2026-01406,36.3,online,1
TXN-2026-01407,16.34,pos,0
TXN-2026-01408,545.44,online,0
TXN-2026-01409,61.12,pos,0
TXN-2026-01410,66.62,pos,1
TXN-2026-01411,443.12,pos,0
TXN-2026-01412,175.47,pos,0
TXN-2026-01413,155.57,pos,0
TXN-2026-01414,1209.55,pos,0
TXN-2026-01415,41.59,pos,0
TXN-2026-01416,274.08,pos,0
TXN-2026-01417,96.39,atm,1
TXN-2026-01418,124.25,pos,0
TXN-2026-01419,563.5,online,0
TXN-2026-01420,165.57,pos,0
TXN-2026-01421,171.74,online,0
TXN-2026-01422,326.04,pos,0
TXN-2026-01423,58.09,atm,0
TXN-2026-01424,32.88,pos,0
TXN-2026-01425,25.69,online,0
TXN-2026-01426,8.5,pos,0
TXN-2026-01427,1061.51,pos,0
TXN-2026-01428,23.95,online,0
TXN-2026-01429,69.03,pos,0
TXN-2026-01430,64.57,pos,0
TXN-2026-01431,130.18,pos,0
TXN-2026-01432,239.58,online,0
TXN-2026-01433,252.79,atm,1
TXN-2026-01434,44.71,pos,0
TXN-2026-01435,73.66,online,0
TXN-2026-01436,126.36,pos,0
TXN-2026-01437,66.79,pos,0
TXN-2026-01438,619.44,atm,0
TXN-2026-01439,162.26,online,0
TXN-2026-01440,217.42,online,0
TXN-2026-01441,199.43,pos,0
TXN-2026-01442,368.03,pos,0
TXN-2026-01443,111.86,pos,0
TXN-2026-01444,18.99,pos,0
TXN-2026-01445,145.42,pos,0
TXN-2026-01446,41.2,online,1
TXN-2026-01447,47.73,online,1
TXN-2026-01448,181.93,pos,1
TXN-2026-01449,397.8,pos,1
TXN-2026-01450,92.34,online,0
TXN-2026-01451,130.4,pos,1
TXN-2026-01452,694.13,online,0
TXN-2026-01453,120.17,pos,0
TXN-2026-01454,2042.68,pos,1
TXN-2026-01455,177.44,atm,0
TXN-2026-01456,10.88,pos,1
TXN-2026-01457,222.3,pos,0
TXN-2026-01458,142.22,pos,0
TXN-2026-01459,423.14,atm,0
TXN-2026-01460,201.91,online,0
TXN-2026-01461,76.24,pos,0
TXN-2026-01462,20.71,pos,1
TXN-2026-01463,70.05,online,0
TXN-2026-01464,32.44,pos,0
TXN-2026-01465,44.85,online,0
TXN-2026-01466,182.42,pos,0
TXN-2026-01467,667.73,pos,0
TXN-2026-01468,144.55,online,0
TXN-2026-01469,21.43,pos,0
TXN-2026-01470,153.47,online,0
TXN-2026-01471,378.4,pos,0
TXN-2026-01472,43.3,pos,0
TXN-2026-01473,76.64,atm,0
TXN-2026-01474,91.62,pos,0
TXN-2026-01475,35.1,online,1
TXN-2026-01476,195.97,pos,0
TXN-2026-01477,77.86,online,0
TXN-2026-01478,148.92,online,0
TXN-2026-01479,31.03,pos,0
TXN-2026-01480,53.25,online,0
TXN-2026-01481,214.19,online,0
TXN-2026-01482,57.55,pos,1
TXN-2026-01483,715.05,online,0
TXN-2026-01484,55.73,online,0
TXN-2026-01485,117.87,pos,0
TXN-2026-01486,275.64,pos,0
TXN-2026-01487,16.41,pos,1
TXN-2026-01488,10.88,pos,0
TXN-2026-01489,14.43,online,1
TXN-2026-01490,409.57,pos,0
TXN-2026-01491,46.42,atm,0
TXN-2026-01492,1938.83,pos,0
TXN-2026-01493,45.74,pos,0
TXN-2026-01494,112.33,online,0
TXN-2026-01495,572.8,pos,0
